orderid,deliveredat,totalprice
1554341,2017-08-08T04:05:23.490+00:00,29.3
1554359,2017-08-08T04:08:56.443+00:00,76.65
1554420,2017-08-08T04:08:05.223+00:00,46.12
1554317,2017-08-08T04:14:48.427+00:00,53.01
1554521,2017-08-08T04:25:11.700+00:00,76.33
1554527,2017-08-08T04:32:53.177+00:00,133.49
1554622,2017-08-08T04:37:52.047+00:00,41.37
1554630,2017-08-08T04:48:21.750+00:00,43.13
1554612,2017-08-08T04:48:58.920+00:00,31.98
1554739,2017-08-08T04:54:29.240+00:00,44.15
1554715,2017-08-08T05:13:16.667+00:00,35.28
1554878,2017-08-08T05:19:50.717+00:00,37.05
1554834,2017-08-08T05:21:05.570+00:00,35.78
1554936,2017-08-08T05:42:25.717+00:00,32.79
1554694,2017-08-08T05:00:27.827+00:00,75.19
1555072,2017-08-08T06:20:50.447+00:00,46.37
1555040,2017-08-08T06:42:03.803+00:00,55.77
1555287,2017-08-08T18:15:52.200+00:00,188.3
1555450,2017-08-08T19:01:33.167+00:00,45.48
1555436,2017-08-08T19:19:08.217+00:00,68.2
1555517,2017-08-08T19:35:22.337+00:00,42.18
1555537,2017-08-08T19:40:46.637+00:00,34.43
1555564,2017-08-08T19:55:30.817+00:00,81.67
1555528,2017-08-08T19:54:54.860+00:00,72.62
1555551,2017-08-08T20:06:52.777+00:00,156.51
1555613,2017-08-08T20:21:55.720+00:00,214.15
1555636,2017-08-08T20:25:25.263+00:00,105.23
1555628,2017-08-08T20:30:07.603+00:00,40.42
1555649,2017-08-08T20:34:18.607+00:00,105.7
1555685,2017-08-08T20:49:29.407+00:00,56.68
1555659,2017-08-08T21:02:58.217+00:00,47.47
1555777,2017-08-08T21:10:44.733+00:00,155.1
1555760,2017-08-08T21:25:04.997+00:00,85.03
1555755,2017-08-08T21:27:22.303+00:00,171.59
1555923,2017-08-08T22:10:02.210+00:00,83.46
1555963,2017-08-08T22:21:18.407+00:00,113.9
1556038,2017-08-08T22:51:38.183+00:00,82.55
1556026,2017-08-08T23:01:12.793+00:00,35.25
1556055,2017-08-08T23:03:21.420+00:00,36.44
1556072,2017-08-08T23:32:05.277+00:00,47.43
1556223,2017-08-08T23:33:01.957+00:00,43.68
1554572,2017-08-08T04:37:29.883+00:00,50.25
1556282,2017-08-08T23:58:49.903+00:00,74.32
1552509,2017-08-08T00:01:05.637+00:00,73.03
1552537,2017-08-08T00:06:45.563+00:00,143.24
1552697,2017-08-08T00:26:00.550+00:00,46.86
1552679,2017-08-08T00:29:34.647+00:00,48.36
1552675,2017-08-08T00:42:56.503+00:00,64.39
1552983,2017-08-08T01:14:20.740+00:00,74.8
1552934,2017-08-08T01:13:19.373+00:00,81.51
1552998,2017-08-08T01:22:50.903+00:00,92.77
1553031,2017-08-08T01:26:13.583+00:00,112.24
1552980,2017-08-08T01:41:10.560+00:00,65.88
1553228,2017-08-08T01:46:15.740+00:00,42.94
1553212,2017-08-08T01:52:48.880+00:00,145.73
1553155,2017-08-08T01:53:44.767+00:00,66.69
1553357,2017-08-08T02:06:21.017+00:00,96.65
1553156,2017-08-08T02:08:21.917+00:00,62.73
1553407,2017-08-08T02:14:27.683+00:00,41.4
1553374,2017-08-08T02:14:44.590+00:00,38.38
1553438,2017-08-08T02:22:04.740+00:00,60.99
1553348,2017-08-08T02:27:20.173+00:00,47.36
1553415,2017-08-08T02:27:19.430+00:00,91.8
1553617,2017-08-08T02:35:00.987+00:00,37.06
1553605,2017-08-08T02:37:50.170+00:00,63.23
1553695,2017-08-08T02:38:57.723+00:00,43.96
1553520,2017-08-08T02:42:00.300+00:00,76.95
1553484,2017-08-08T02:43:20.960+00:00,33.68
1553639,2017-08-08T02:49:31.233+00:00,72.56
1553572,2017-08-08T02:42:50.500+00:00,56.92
1553759,2017-08-08T03:02:04.677+00:00,37.55
1553640,2017-08-08T03:05:49.117+00:00,47.58
1553697,2017-08-08T03:06:21.240+00:00,101.1
1553845,2017-08-08T03:07:13.733+00:00,46.37
1553953,2017-08-08T03:15:19.627+00:00,51.75
1553903,2017-08-08T03:17:15.657+00:00,92.62
1554053,2017-08-08T03:19:59.777+00:00,47.37
1554075,2017-08-08T03:28:53.213+00:00,54.97
1554097,2017-08-08T03:45:18.253+00:00,54.42
1554268,2017-08-08T03:51:04.950+00:00,49.68
1554160,2017-08-08T03:55:27.593+00:00,45.61
1554354,2017-08-08T04:06:00.727+00:00,34.19
1554311,2017-08-08T04:06:39.870+00:00,61.9
1553682,2017-08-08T02:48:07.667+00:00,38.45
1554528,2017-08-08T04:32:02.917+00:00,44.92
1554532,2017-08-08T04:42:24.913+00:00,34.74
1554531,2017-08-08T04:42:27.417+00:00,127.86
1554640,2017-08-08T04:44:31.760+00:00,50.28
1554582,2017-08-08T04:48:32.073+00:00,50.99
1554710,2017-08-08T04:51:43.757+00:00,53.58
1554511,2017-08-08T05:07:39.277+00:00,70.9
1554809,2017-08-08T05:15:12.507+00:00,73.63
1554839,2017-08-08T05:26:11.410+00:00,61.22
1554899,2017-08-08T05:35:44.853+00:00,48.03
1554962,2017-08-08T05:55:36.393+00:00,47.29
1555025,2017-08-08T06:05:03.370+00:00,45.57
1554852,2017-08-08T05:34:23.080+00:00,33.89
1555143,2017-08-08T06:39:36.520+00:00,89.83
1555058,2017-08-08T06:44:45.627+00:00,125.57
1555138,2017-08-08T06:47:08.200+00:00,40.09
1555261,2017-08-08T17:41:06.827+00:00,39.07
1555269,2017-08-08T17:55:07.213+00:00,88.51
1555266,2017-08-08T17:54:27.573+00:00,52.01
1555428,2017-08-08T19:08:53.550+00:00,65.66
1555525,2017-08-08T19:43:41.340+00:00,42.98
1555631,2017-08-08T20:16:07.157+00:00,139.67
1555644,2017-08-08T20:24:25.010+00:00,107.93
1555683,2017-08-08T20:46:56.367+00:00,71.3
1555770,2017-08-08T21:09:47.133+00:00,46.99
1555728,2017-08-08T21:10:54.823+00:00,72.73
1555793,2017-08-08T21:23:39.123+00:00,174.46
1555813,2017-08-08T21:54:05.590+00:00,47.1
1555860,2017-08-08T22:04:51.143+00:00,38.22
1555890,2017-08-08T22:07:53.310+00:00,39.49
1555964,2017-08-08T22:31:55.337+00:00,81.63
1555978,2017-08-08T22:36:15.720+00:00,119.74
1556002,2017-08-08T22:40:01.587+00:00,38.06
1556174,2017-08-08T23:32:46.743+00:00,36.77
1556117,2017-08-08T23:39:59.323+00:00,220.29
1555668,2017-08-08T20:43:01.137+00:00,115.44
1552565,2017-08-08T00:10:00.250+00:00,116.92
1552602,2017-08-08T00:20:07.410+00:00,36.42
1552704,2017-08-08T00:35:47.417+00:00,57.67
1552518,2017-08-08T00:37:08.030+00:00,55.97
1552696,2017-08-08T00:43:27.017+00:00,63.13
1552891,2017-08-08T01:15:53.413+00:00,81.45
1553013,2017-08-08T01:23:24.530+00:00,50.17
1553024,2017-08-08T01:25:21.640+00:00,54.91
1553004,2017-08-08T01:27:18.357+00:00,52.12
1553085,2017-08-08T01:26:45.110+00:00,81.21
1552761,2017-08-08T01:31:35.007+00:00,42.94
1553148,2017-08-08T01:43:23.973+00:00,65.31
1553158,2017-08-08T01:52:35.367+00:00,27.63
1553271,2017-08-08T02:06:23.653+00:00,82.31
1553378,2017-08-08T02:09:21.420+00:00,43.27
1553497,2017-08-08T02:16:27.920+00:00,39.6
1553344,2017-08-08T02:16:14.680+00:00,52
1553440,2017-08-08T02:24:43.553+00:00,59.94
1553263,2017-08-08T02:26:02.143+00:00,112.25
1553391,2017-08-08T02:22:37.370+00:00,80.46
1553491,2017-08-08T02:32:52.403+00:00,70.67
1553583,2017-08-08T02:30:49.443+00:00,55.01
1553561,2017-08-08T02:33:12.053+00:00,134.83
1553725,2017-08-08T02:44:05.470+00:00,76.68
1553546,2017-08-08T02:48:20.270+00:00,101.91
1553649,2017-08-08T02:41:58.193+00:00,92.19
1553562,2017-08-08T02:53:29.583+00:00,50.79
1553789,2017-08-08T02:55:20.797+00:00,39.17
1553673,2017-08-08T02:59:58.083+00:00,112.54
1553684,2017-08-08T03:02:26.663+00:00,43.09
1553812,2017-08-08T03:05:27.470+00:00,63.01
1553857,2017-08-08T03:08:34.733+00:00,62.97
1553747,2017-08-08T03:13:09.267+00:00,85.4
1553945,2017-08-08T03:13:49.590+00:00,113.54
1554044,2017-08-08T03:17:38.580+00:00,71.51
1553818,2017-08-08T03:20:46.810+00:00,39.34
1553429,2017-08-08T03:19:42.597+00:00,47.09
1554021,2017-08-08T03:22:54.927+00:00,38.29
1554001,2017-08-08T03:41:29.367+00:00,53.64
1554061,2017-08-08T03:45:19.407+00:00,36.53
1554277,2017-08-08T04:01:15.617+00:00,41.69
1554336,2017-08-08T04:01:37.887+00:00,58.72
1554371,2017-08-08T04:01:40.800+00:00,57.64
1554339,2017-08-08T04:08:00.007+00:00,43.67
1554434,2017-08-08T04:16:04.507+00:00,71.58
1554484,2017-08-08T04:13:09.173+00:00,46.68
1554454,2017-08-08T04:16:47.017+00:00,59.05
1554314,2017-08-08T04:20:05.100+00:00,52.28
1554526,2017-08-08T04:40:42.627+00:00,46.84
1554554,2017-08-08T04:42:33.663+00:00,51.39
1554421,2017-08-08T04:47:16.053+00:00,68.7
1554668,2017-08-08T04:50:59.250+00:00,34.2
1554638,2017-08-08T04:50:34.527+00:00,106.77
1554624,2017-08-08T04:55:36.763+00:00,79.17
1554787,2017-08-08T04:54:59.277+00:00,103.76
1554793,2017-08-08T05:02:07.783+00:00,35.89
1554755,2017-08-08T04:59:58.370+00:00,36.45
1554645,2017-08-08T05:07:33.607+00:00,71.06
1554884,2017-08-08T05:13:41.907+00:00,49.05
1554858,2017-08-08T05:19:08.187+00:00,42.98
1554978,2017-08-08T05:47:03.507+00:00,49.83
1555018,2017-08-08T05:52:10.463+00:00,44.43
1554947,2017-08-08T05:59:36.113+00:00,182.98
1555066,2017-08-08T06:08:19.370+00:00,71.84
1555075,2017-08-08T06:18:14.590+00:00,52.65
1555107,2017-08-08T06:28:43.310+00:00,30.53
1554846,2017-08-08T05:09:46.837+00:00,32.93
1555232,2017-08-08T17:56:24.557+00:00,52.95
1555328,2017-08-08T18:21:08.513+00:00,67.13
1555397,2017-08-08T18:55:06.643+00:00,56.71
1555538,2017-08-08T19:48:22.867+00:00,78.65
1555463,2017-08-08T19:51:10.337+00:00,72.5
1555625,2017-08-08T20:29:04.267+00:00,78.27
1555667,2017-08-08T20:46:47.323+00:00,85.4
1555726,2017-08-08T20:56:22.743+00:00,116.11
1555824,2017-08-08T21:41:37.340+00:00,161.48
1555942,2017-08-08T22:20:36.750+00:00,48.98
1555921,2017-08-08T22:26:25.593+00:00,37.42
1556004,2017-08-08T22:32:48.083+00:00,72.2
1555972,2017-08-08T22:35:20.877+00:00,59.25
1556017,2017-08-08T23:11:32.713+00:00,105.66
1555986,2017-08-08T23:37:22.497+00:00,122.55
1556205,2017-08-08T23:48:14.997+00:00,40.53
1556132,2017-08-08T23:46:12.387+00:00,49.52
1556261,2017-08-08T23:48:11.937+00:00,37.82
1556155,2017-08-08T23:48:16.293+00:00,112.48
1556242,2017-08-08T23:56:59.167+00:00,54.57
1552515,2017-08-08T00:00:09.447+00:00,68.72
1552551,2017-08-08T00:07:33.370+00:00,32.22
1552603,2017-08-08T00:15:09.703+00:00,42.76
1552673,2017-08-08T00:18:14.627+00:00,37.02
1552581,2017-08-08T00:31:18.213+00:00,42.63
1552693,2017-08-08T00:35:08.863+00:00,41.58
1552651,2017-08-08T00:36:17.027+00:00,86.79
1552689,2017-08-08T00:38:57.480+00:00,77.89
1552845,2017-08-08T00:59:09.760+00:00,40.61
1552975,2017-08-08T01:10:36.957+00:00,50.5
1552857,2017-08-08T01:16:14.287+00:00,50.29
1552834,2017-08-08T01:27:13.887+00:00,160.85
1553139,2017-08-08T01:37:23.863+00:00,51.84
1553264,2017-08-08T01:57:38.520+00:00,73.21
1553293,2017-08-08T02:02:45.330+00:00,39.89
1553620,2017-08-08T02:25:54.407+00:00,40.01
1553521,2017-08-08T02:28:01.247+00:00,46.66
1553402,2017-08-08T02:28:35.537+00:00,49.65
1553638,2017-08-08T02:33:12.260+00:00,36.23
1553579,2017-08-08T02:38:03.563+00:00,43.67
1553499,2017-08-08T02:42:05.510+00:00,33.09
1553788,2017-08-08T02:48:20.010+00:00,31.29
1553800,2017-08-08T02:50:23.613+00:00,38.63
1553631,2017-08-08T02:55:04.263+00:00,152.28
1553690,2017-08-08T02:56:07.497+00:00,122.76
1553966,2017-08-08T03:11:15.113+00:00,37.72
1553732,2017-08-08T03:10:52.807+00:00,110.77
1553940,2017-08-08T03:17:13.010+00:00,54.55
1553887,2017-08-08T03:18:22.167+00:00,32.37
1554035,2017-08-08T03:22:16.083+00:00,174.33
1553978,2017-08-08T03:22:59.150+00:00,42.84
1553774,2017-08-08T03:23:34.010+00:00,104.84
1553976,2017-08-08T03:24:58.377+00:00,46.39
1554022,2017-08-08T03:27:33.643+00:00,38.28
1554064,2017-08-08T03:27:33.433+00:00,89.42
1553937,2017-08-08T03:29:02.063+00:00,41.81
1554110,2017-08-08T03:32:57.800+00:00,42.48
1554201,2017-08-08T03:37:02.007+00:00,50.67
1554078,2017-08-08T03:41:47.253+00:00,50.56
1554016,2017-08-08T03:42:35.617+00:00,106.22
1554194,2017-08-08T03:47:51.067+00:00,74.53
1554252,2017-08-08T03:56:13.200+00:00,46.03
1554402,2017-08-08T04:01:08.420+00:00,74
1554224,2017-08-08T04:04:46.937+00:00,35.52
1554329,2017-08-08T04:14:11.937+00:00,57.26
1554234,2017-08-08T04:11:48.677+00:00,76.5
1554407,2017-08-08T04:12:36.270+00:00,106.92
1554475,2017-08-08T04:17:36.847+00:00,52.87
1554520,2017-08-08T04:29:01.977+00:00,61.01
1554663,2017-08-08T04:46:47.260+00:00,44.93
1554568,2017-08-08T04:46:04.647+00:00,56.62
1554589,2017-08-08T04:52:54.897+00:00,71.1
1554677,2017-08-08T04:57:09.497+00:00,34.04
1554395,2017-08-08T05:02:50.023+00:00,124.59
1554777,2017-08-08T05:03:07.983+00:00,56.63
1554831,2017-08-08T05:19:06.657+00:00,39.49
1554914,2017-08-08T05:24:59.307+00:00,41.27
1554995,2017-08-08T06:07:09.243+00:00,45.97
1555136,2017-08-08T06:38:03.750+00:00,115.29
1555194,2017-08-08T07:11:54.237+00:00,46.2
1555431,2017-08-08T18:54:22.157+00:00,38.26
1555367,2017-08-08T18:57:20.497+00:00,43.89
1555413,2017-08-08T18:53:21.977+00:00,84.06
1555481,2017-08-08T19:20:30.103+00:00,45.74
1555479,2017-08-08T19:23:19.060+00:00,30.31
1555469,2017-08-08T19:32:19.410+00:00,65.9
1555353,2017-08-08T19:37:56.567+00:00,135.51
1555507,2017-08-08T19:49:16.530+00:00,40.61
1555604,2017-08-08T20:16:42.433+00:00,108.95
1555607,2017-08-08T20:34:18.480+00:00,186.12
1555682,2017-08-08T20:40:13.693+00:00,32.59
1555753,2017-08-08T20:52:56.717+00:00,55.97
1555761,2017-08-08T21:19:04.687+00:00,77.37
1555840,2017-08-08T21:38:49.517+00:00,55.33
1555919,2017-08-08T22:30:04.170+00:00,55.53
1556037,2017-08-08T22:53:49.837+00:00,82.79
1556064,2017-08-08T23:03:21.620+00:00,77.99
1555967,2017-08-08T23:08:16.460+00:00,33.6
1556145,2017-08-08T23:15:32.677+00:00,98.64
1556006,2017-08-08T23:19:08.990+00:00,114.51
1556134,2017-08-08T23:25:27.040+00:00,46.4
1556119,2017-08-08T23:28:48.117+00:00,171.22
1556215,2017-08-08T23:30:19.043+00:00,104.94
1556147,2017-08-08T23:36:40.167+00:00,55.7
1556163,2017-08-08T23:49:21.270+00:00,70.53
1556129,2017-08-08T23:56:07.397+00:00,142.88
1552573,2017-08-08T00:09:38.000+00:00,100.52
1552687,2017-08-08T00:26:37.370+00:00,90.15
1552732,2017-08-08T00:52:12.550+00:00,75.78
1552850,2017-08-08T00:54:35.203+00:00,31.64
1552567,2017-08-08T01:00:11.697+00:00,44
1552620,2017-08-08T01:01:29.967+00:00,76.31
1552677,2017-08-08T01:05:59.033+00:00,52.79
1552895,2017-08-08T01:17:44.117+00:00,72.93
1553045,2017-08-08T01:24:49.357+00:00,47.1
1553056,2017-08-08T01:24:17.873+00:00,49.78
1552999,2017-08-08T01:24:37.157+00:00,51.29
1553097,2017-08-08T01:29:08.740+00:00,43.49
1553118,2017-08-08T01:34:07.273+00:00,106.52
1553125,2017-08-08T01:31:46.590+00:00,65.63
1553290,2017-08-08T02:02:04.083+00:00,44.64
1553310,2017-08-08T02:01:59.667+00:00,121.4
1553300,2017-08-08T02:08:02.460+00:00,115.29
1553386,2017-08-08T02:16:02.267+00:00,41.74
1553428,2017-08-08T02:18:25.017+00:00,71.95
1553474,2017-08-08T02:28:24.330+00:00,54.35
1553771,2017-08-08T02:48:25.510+00:00,47.62
1553500,2017-08-08T02:45:36.937+00:00,97.14
1553718,2017-08-08T02:50:44.417+00:00,52.95
1553827,2017-08-08T03:00:08.127+00:00,48.45
1553810,2017-08-08T03:00:50.290+00:00,55.54
1553865,2017-08-08T03:02:25.240+00:00,54.1
1553861,2017-08-08T03:06:54.823+00:00,66.76
1553811,2017-08-08T03:14:56.393+00:00,61.25
1553850,2017-08-08T03:15:19.940+00:00,135.78
1554059,2017-08-08T03:39:08.413+00:00,58.3
1554067,2017-08-08T03:41:38.550+00:00,28.39
1554060,2017-08-08T03:25:30.717+00:00,46.03
1553731,2017-08-08T02:49:22.830+00:00,74.05
1554216,2017-08-08T03:51:57.787+00:00,47.94
1554223,2017-08-08T03:54:53.553+00:00,66.26
1554388,2017-08-08T04:02:35.200+00:00,36.61
1554472,2017-08-08T04:13:41.957+00:00,33.42
1554362,2017-08-08T04:19:52.963+00:00,27.59
1554501,2017-08-08T04:28:07.973+00:00,51.32
1554114,2017-08-08T03:37:21.920+00:00,44.73
1554212,2017-08-08T04:34:24.443+00:00,91.28
1554438,2017-08-08T04:35:30.293+00:00,71.2
1554560,2017-08-08T04:37:54.173+00:00,54.16
1554576,2017-08-08T04:46:20.817+00:00,45.97
1554614,2017-08-08T04:47:49.587+00:00,38.3
1554584,2017-08-08T04:50:54.127+00:00,101.47
1554736,2017-08-08T04:51:39.530+00:00,51.4
1554750,2017-08-08T05:01:55.587+00:00,50.15
1554772,2017-08-08T05:04:05.297+00:00,125.24
1554833,2017-08-08T05:05:11.500+00:00,94.84
1554823,2017-08-08T05:06:46.110+00:00,31.11
1554743,2017-08-08T05:07:42.760+00:00,50.22
1554855,2017-08-08T05:12:57.000+00:00,27.85
1554471,2017-08-08T05:14:09.733+00:00,89.08
1554974,2017-08-08T05:42:46.297+00:00,45.98
1554986,2017-08-08T05:51:48.060+00:00,74.56
1555002,2017-08-08T05:54:39.353+00:00,39.51
1554925,2017-08-08T05:55:19.280+00:00,66.17
1555022,2017-08-08T06:02:08.480+00:00,32.31
1555039,2017-08-08T06:06:21.310+00:00,45.87
1555242,2017-08-08T17:43:32.303+00:00,67.65
1555231,2017-08-08T17:54:06.913+00:00,82.4
1555228,2017-08-08T17:55:56.750+00:00,32.35
1555250,2017-08-08T18:01:30.847+00:00,79.62
1555320,2017-08-08T18:12:50.963+00:00,51.3
1555312,2017-08-08T18:12:16.143+00:00,61.43
1555360,2017-08-08T18:31:33.700+00:00,44.81
1555381,2017-08-08T18:39:15.407+00:00,45.96
1555394,2017-08-08T18:43:46.857+00:00,82.12
1555417,2017-08-08T18:53:46.717+00:00,114.36
1555439,2017-08-08T19:00:11.847+00:00,74.84
1555352,2017-08-08T19:05:39.710+00:00,35.04
1555589,2017-08-08T20:00:05.410+00:00,95.34
1555599,2017-08-08T20:08:10.653+00:00,107.5
1555678,2017-08-08T20:43:28.873+00:00,44.87
1555710,2017-08-08T20:50:11.307+00:00,39.19
1555692,2017-08-08T20:56:26.200+00:00,87.55
1555731,2017-08-08T21:07:12.073+00:00,31.68
1555747,2017-08-08T21:07:38.340+00:00,43.43
1555771,2017-08-08T21:31:51.187+00:00,121.72
1555893,2017-08-08T22:11:05.690+00:00,92.08
1555891,2017-08-08T22:07:44.967+00:00,45.07
1556000,2017-08-08T22:37:29.360+00:00,59.6
1555954,2017-08-08T22:42:38.843+00:00,54.19
1556029,2017-08-08T22:49:42.070+00:00,97.1
1556047,2017-08-08T22:48:58.277+00:00,67.05
1556075,2017-08-08T22:58:08.040+00:00,115.56
1556053,2017-08-08T22:59:15.950+00:00,37.17
1556122,2017-08-08T23:11:16.043+00:00,40.82
1556126,2017-08-08T23:21:43.420+00:00,81.26
1556227,2017-08-08T23:39:09.387+00:00,63.16
1556288,2017-08-08T23:47:11.210+00:00,73.22
1552623,2017-08-08T00:11:56.327+00:00,125.43
1552601,2017-08-08T00:15:42.623+00:00,36.54
1552662,2017-08-08T00:27:59.890+00:00,108.13
1552667,2017-08-08T00:30:10.553+00:00,114
1552652,2017-08-08T00:31:08.237+00:00,42.11
1552649,2017-08-08T00:39:40.153+00:00,56
1552706,2017-08-08T00:39:40.133+00:00,100.13
1552747,2017-08-08T00:44:57.497+00:00,63.3
1552694,2017-08-08T00:52:29.553+00:00,61.16
1552765,2017-08-08T00:51:44.777+00:00,54.27
1552806,2017-08-08T01:03:05.053+00:00,47.02
1552874,2017-08-08T01:00:59.113+00:00,66.69
1552766,2017-08-08T01:13:02.477+00:00,32.92
1552994,2017-08-08T01:16:49.197+00:00,50.44
1553032,2017-08-08T01:25:38.003+00:00,32.08
1553178,2017-08-08T01:37:30.977+00:00,47.84
1553153,2017-08-08T01:41:05.343+00:00,29.11
1553076,2017-08-08T01:50:20.593+00:00,53.47
1553169,2017-08-08T01:50:10.813+00:00,50.59
1553175,2017-08-08T01:51:28.313+00:00,89.45
1553243,2017-08-08T01:54:03.910+00:00,38.27
1553295,2017-08-08T01:55:03.920+00:00,57.91
1553281,2017-08-08T01:58:11.853+00:00,34.72
1553167,2017-08-08T02:07:36.073+00:00,48.54
1553316,2017-08-08T02:08:53.857+00:00,110.11
1553294,2017-08-08T02:15:01.657+00:00,114.59
1553373,2017-08-08T02:18:56.667+00:00,36.09
1553492,2017-08-08T02:21:16.970+00:00,31.27
1553406,2017-08-08T02:19:05.853+00:00,63.64
1553553,2017-08-08T02:22:41.877+00:00,67.65
1553478,2017-08-08T02:23:09.573+00:00,74.91
1553487,2017-08-08T02:27:12.387+00:00,35.73
1553527,2017-08-08T02:27:42.303+00:00,80.97
1553710,2017-08-08T02:54:29.587+00:00,37.24
1553862,2017-08-08T02:56:18.007+00:00,105.67
1553749,2017-08-08T03:03:15.913+00:00,38.78
1553965,2017-08-08T03:05:06.033+00:00,37.62
1553896,2017-08-08T03:10:18.147+00:00,45.86
1554023,2017-08-08T03:21:13.797+00:00,45.41
1553496,2017-08-08T02:34:14.037+00:00,28.46
1554126,2017-08-08T03:30:12.833+00:00,45.18
1553598,2017-08-08T03:30:18.223+00:00,50.35
1554166,2017-08-08T03:37:02.603+00:00,103.71
1554082,2017-08-08T03:40:24.710+00:00,80.8
1554180,2017-08-08T03:44:03.267+00:00,47.86
1554119,2017-08-08T03:51:48.707+00:00,245.73
1554174,2017-08-08T03:56:17.893+00:00,65.76
1554353,2017-08-08T03:57:05.427+00:00,39.71
1554285,2017-08-08T03:58:42.073+00:00,61.71
1554093,2017-08-08T04:00:49.230+00:00,54.85
1554340,2017-08-08T04:04:35.103+00:00,57.66
1554273,2017-08-08T04:02:40.447+00:00,49.96
1554343,2017-08-08T04:04:40.503+00:00,53.49
1554187,2017-08-08T04:08:27.143+00:00,36.7
1554231,2017-08-08T04:10:47.883+00:00,65.43
1554309,2017-08-08T04:05:40.907+00:00,48.67
1553925,2017-08-08T03:09:56.727+00:00,67.18
1554441,2017-08-08T04:20:05.630+00:00,56.38
1554310,2017-08-08T04:20:02.647+00:00,223.32
1554338,2017-08-08T04:21:26.940+00:00,33.51
1554509,2017-08-08T04:24:46.130+00:00,35.04
1554100,2017-08-08T04:22:04.983+00:00,175.74
1554574,2017-08-08T04:26:43.367+00:00,43.78
1553768,2017-08-08T03:14:28.660+00:00,38.76
1554633,2017-08-08T04:39:30.767+00:00,42.93
1554629,2017-08-08T04:41:25.670+00:00,82.82
1554586,2017-08-08T04:43:16.470+00:00,39.4
1554625,2017-08-08T04:44:42.130+00:00,51.87
1554635,2017-08-08T04:48:42.340+00:00,51.43
1554641,2017-08-08T04:56:00.360+00:00,73.07
1554702,2017-08-08T05:01:35.180+00:00,42.67
1554737,2017-08-08T05:01:11.883+00:00,53.26
1554752,2017-08-08T05:09:06.533+00:00,98.32
1554827,2017-08-08T05:08:38.427+00:00,78.13
1554889,2017-08-08T05:14:26.123+00:00,42.83
1554864,2017-08-08T05:14:45.827+00:00,36.38
1555009,2017-08-08T06:00:32.610+00:00,53.64
1555010,2017-08-08T06:10:41.307+00:00,47.77
1555089,2017-08-08T06:30:36.693+00:00,30.28
1555115,2017-08-08T06:37:40.827+00:00,70.21
1555150,2017-08-08T06:58:32.147+00:00,66.71
1554973,2017-08-08T05:43:40.993+00:00,46.61
1554393,2017-08-08T04:09:20.233+00:00,43.56
1555205,2017-08-08T17:24:45.263+00:00,36.05
1555325,2017-08-08T18:11:36.867+00:00,47.72
1555331,2017-08-08T18:18:12.703+00:00,152.85
1555365,2017-08-08T18:25:58.103+00:00,57.99
1555442,2017-08-08T19:12:48.313+00:00,40.9
1555449,2017-08-08T19:18:02.720+00:00,63.01
1555490,2017-08-08T19:41:24.717+00:00,155.63
1555576,2017-08-08T20:02:44.817+00:00,37.59
1555586,2017-08-08T20:06:31.257+00:00,33.58
1555614,2017-08-08T20:07:14.790+00:00,155.95
1555627,2017-08-08T20:09:44.257+00:00,62.87
1555579,2017-08-08T20:15:31.287+00:00,131.79
1555583,2017-08-08T20:18:27.050+00:00,102.76
1555641,2017-08-08T20:23:41.450+00:00,85.18
1555593,2017-08-08T20:27:16.527+00:00,40.54
1555672,2017-08-08T20:45:10.050+00:00,44.75
1555704,2017-08-08T20:53:27.940+00:00,49.06
1555851,2017-08-08T21:55:28.610+00:00,61.66
1555884,2017-08-08T22:04:56.397+00:00,77.68
1555828,2017-08-08T22:10:47.010+00:00,29.22
1556042,2017-08-08T22:50:26.197+00:00,96.19
1555925,2017-08-08T22:59:39.083+00:00,189.56
1556045,2017-08-08T23:15:15.177+00:00,42.73
1556184,2017-08-08T23:39:49.213+00:00,53.19
1556106,2017-08-08T23:37:40.143+00:00,82.94
1555558,2017-08-08T19:51:33.487+00:00,99.82
1552490,2017-08-08T00:02:51.063+00:00,52.54
1552550,2017-08-08T00:07:51.387+00:00,116.05
1552516,2017-08-08T00:13:19.493+00:00,77.59
1552613,2017-08-08T00:18:11.733+00:00,45.26
1552754,2017-08-08T00:44:16.557+00:00,30.7
1552743,2017-08-08T00:36:50.963+00:00,48.72
1552791,2017-08-08T00:50:08.150+00:00,86.97
1552858,2017-08-08T00:57:31.400+00:00,56.08
1552851,2017-08-08T00:58:56.373+00:00,96.94
1552902,2017-08-08T00:56:42.890+00:00,36.49
1552848,2017-08-08T01:01:21.487+00:00,67.3
1552903,2017-08-08T01:15:41.813+00:00,82.93
1553138,2017-08-08T01:34:55.787+00:00,56.44
1553205,2017-08-08T01:46:29.607+00:00,43.74
1553184,2017-08-08T01:52:43.097+00:00,96.12
1553041,2017-08-08T02:03:13.693+00:00,138.45
1553284,2017-08-08T02:08:43.733+00:00,31.3
1552467,2017-08-08T00:07:56.907+00:00,31.78
1553379,2017-08-08T02:21:40.790+00:00,109.14
1553564,2017-08-08T02:30:18.383+00:00,48.84
1552926,2017-08-08T01:00:00.610+00:00,140.17
1553691,2017-08-08T02:41:42.730+00:00,77.29
1553643,2017-08-08T02:40:00.117+00:00,54.59
1553611,2017-08-08T02:50:35.233+00:00,41.42
